seed,simulate,simulate.scenario,simulate.output.file,fit,fit.output.file,mse.err
193,zh,4,zh/zh_772,varbvs,varbvs/zh_772_varbvs_1,252.626867609898
194,zh,1,zh/zh_773,varbvs,varbvs/zh_773_varbvs_1,12.2613884408826
194,zh,2,zh/zh_774,varbvs,varbvs/zh_774_varbvs_1,11.321226177734
194,zh,3,zh/zh_775,varbvs,varbvs/zh_775_varbvs_1,257.80963920057
194,zh,4,zh/zh_776,varbvs,varbvs/zh_776_varbvs_1,251.907558704719
195,zh,1,zh/zh_777,varbvs,varbvs/zh_777_varbvs_1,11.3901817021024
195,zh,2,zh/zh_778,varbvs,varbvs/zh_778_varbvs_1,12.497401476017
195,zh,3,zh/zh_779,varbvs,varbvs/zh_779_varbvs_1,249.258998530127
195,zh,4,zh/zh_780,varbvs,varbvs/zh_780_varbvs_1,224.129688798188
196,zh,1,zh/zh_781,varbvs,varbvs/zh_781_varbvs_1,14.27727855306
196,zh,2,zh/zh_782,varbvs,varbvs/zh_782_varbvs_1,11.9086022678347
196,zh,3,zh/zh_783,varbvs,varbvs/zh_783_varbvs_1,248.364840622153
196,zh,4,zh/zh_784,varbvs,varbvs/zh_784_varbvs_1,236.250040948544
197,zh,1,zh/zh_785,varbvs,varbvs/zh_785_varbvs_1,11.3357562053173
197,zh,2,zh/zh_786,varbvs,varbvs/zh_786_varbvs_1,11.3181501543021
197,zh,3,zh/zh_787,varbvs,varbvs/zh_787_varbvs_1,252.311419537803
197,zh,4,zh/zh_788,varbvs,varbvs/zh_788_varbvs_1,240.779635720387
198,zh,1,zh/zh_789,varbvs,varbvs/zh_789_varbvs_1,8.0440445735065
198,zh,2,zh/zh_790,varbvs,varbvs/zh_790_varbvs_1,10.5653637301198
198,zh,3,zh/zh_791,varbvs,varbvs/zh_791_varbvs_1,293.124126000297
198,zh,4,zh/zh_792,varbvs,varbvs/zh_792_varbvs_1,245.041815393046
199,zh,1,zh/zh_793,varbvs,varbvs/zh_793_varbvs_1,9.73974996386397
199,zh,2,zh/zh_794,varbvs,varbvs/zh_794_varbvs_1,9.60255136836235
199,zh,3,zh/zh_795,varbvs,varbvs/zh_795_varbvs_1,225.982385523811
199,zh,4,zh/zh_796,varbvs,varbvs/zh_796_varbvs_1,244.383678404048
200,zh,1,zh/zh_797,varbvs,varbvs/zh_797_varbvs_1,10.3978980136019
200,zh,2,zh/zh_798,varbvs,varbvs/zh_798_varbvs_1,10.2675166220173
200,zh,3,zh/zh_799,varbvs,varbvs/zh_799_varbvs_1,250.173781744066
200,zh,4,zh/zh_800,varbvs,varbvs/zh_800_varbvs_1,255.003456127364
1,zh,1,zh/zh_1,varbvsmix,varbvsmix/zh_1_varbvsmix_1,16.3162580362933
1,zh,2,zh/zh_2,varbvsmix,varbvsmix/zh_2_varbvsmix_1,14.7191562315068
1,zh,3,zh/zh_3,varbvsmix,varbvsmix/zh_3_varbvsmix_1,227.937143232763
1,zh,4,zh/zh_4,varbvsmix,varbvsmix/zh_4_varbvsmix_1,227.643164165957
2,zh,1,zh/zh_5,varbvsmix,varbvsmix/zh_5_varbvsmix_1,13.1283733108059
2,zh,2,zh/zh_6,varbvsmix,varbvsmix/zh_6_varbvsmix_1,12.7391344523807
2,zh,3,zh/zh_7,varbvsmix,varbvsmix/zh_7_varbvsmix_1,224.259708453056
2,zh,4,zh/zh_8,varbvsmix,varbvsmix/zh_8_varbvsmix_1,290.48464228855
3,zh,1,zh/zh_9,varbvsmix,varbvsmix/zh_9_varbvsmix_1,12.3566345047018
3,zh,2,zh/zh_10,varbvsmix,varbvsmix/zh_10_varbvsmix_1,12.0227321528329
3,zh,3,zh/zh_11,varbvsmix,varbvsmix/zh_11_varbvsmix_1,259.542964751473
3,zh,4,zh/zh_12,varbvsmix,varbvsmix/zh_12_varbvsmix_1,287.0477876994
4,zh,1,zh/zh_13,varbvsmix,varbvsmix/zh_13_varbvsmix_1,12.3022457769857
4,zh,2,zh/zh_14,varbvsmix,varbvsmix/zh_14_varbvsmix_1,12.2061995788945
4,zh,3,zh/zh_15,varbvsmix,varbvsmix/zh_15_varbvsmix_1,223.577172928198
4,zh,4,zh/zh_16,varbvsmix,varbvsmix/zh_16_varbvsmix_1,250.348252761141
5,zh,1,zh/zh_17,varbvsmix,varbvsmix/zh_17_varbvsmix_1,11.4185325149945
5,zh,2,zh/zh_18,varbvsmix,varbvsmix/zh_18_varbvsmix_1,11.4004669358493
5,zh,3,zh/zh_19,varbvsmix,varbvsmix/zh_19_varbvsmix_1,243.20476145409
5,zh,4,zh/zh_20,varbvsmix,varbvsmix/zh_20_varbvsmix_1,214.331542347175
6,zh,1,zh/zh_21,varbvsmix,varbvsmix/zh_21_varbvsmix_1,11.0892814007935
6,zh,2,zh/zh_22,varbvsmix,varbvsmix/zh_22_varbvsmix_1,11.1106107513732
6,zh,3,zh/zh_23,varbvsmix,varbvsmix/zh_23_varbvsmix_1,258.069128029054
6,zh,4,zh/zh_24,varbvsmix,varbvsmix/zh_24_varbvsmix_1,248.431620718014
7,zh,1,zh/zh_25,varbvsmix,varbvsmix/zh_25_varbvsmix_1,11.8649453081907
7,zh,2,zh/zh_26,varbvsmix,varbvsmix/zh_26_varbvsmix_1,11.7382156963946
7,zh,3,zh/zh_27,varbvsmix,varbvsmix/zh_27_varbvsmix_1,255.322258252219
7,zh,4,zh/zh_28,varbvsmix,varbvsmix/zh_28_varbvsmix_1,261.461703547709
8,zh,1,zh/zh_29,varbvsmix,varbvsmix/zh_29_varbvsmix_1,10.9856124870879
8,zh,2,zh/zh_30,varbvsmix,varbvsmix/zh_30_varbvsmix_1,10.6187114552036
8,zh,3,zh/zh_31,varbvsmix,varbvsmix/zh_31_varbvsmix_1,256.431584693492
8,zh,4,zh/zh_32,varbvsmix,varbvsmix/zh_32_varbvsmix_1,271.332922438583
9,zh,1,zh/zh_33,varbvsmix,varbvsmix/zh_33_varbvsmix_1,13.5876035563042
9,zh,2,zh/zh_34,varbvsmix,varbvsmix/zh_34_varbvsmix_1,11.8267175635851
9,zh,3,zh/zh_35,varbvsmix,varbvsmix/zh_35_varbvsmix_1,224.94344581656
9,zh,4,zh/zh_36,varbvsmix,varbvsmix/zh_36_varbvsmix_1,225.377857697248
10,zh,1,zh/zh_37,varbvsmix,varbvsmix/zh_37_varbvsmix_1,12.149125765252
10,zh,2,zh/zh_38,varbvsmix,varbvsmix/zh_38_varbvsmix_1,11.2971851397995
10,zh,3,zh/zh_39,varbvsmix,varbvsmix/zh_39_varbvsmix_1,260.932351198327
10,zh,4,zh/zh_40,varbvsmix,varbvsmix/zh_40_varbvsmix_1,256.913929128247
11,zh,1,zh/zh_41,varbvsmix,varbvsmix/zh_41_varbvsmix_1,10.8994733894832
11,zh,2,zh/zh_42,varbvsmix,varbvsmix/zh_42_varbvsmix_1,10.0451263536016
11,zh,3,zh/zh_43,varbvsmix,varbvsmix/zh_43_varbvsmix_1,255.704787737517
11,zh,4,zh/zh_44,varbvsmix,varbvsmix/zh_44_varbvsmix_1,219.729001087451
12,zh,1,zh/zh_45,varbvsmix,varbvsmix/zh_45_varbvsmix_1,11.6340791396043
12,zh,2,zh/zh_46,varbvsmix,varbvsmix/zh_46_varbvsmix_1,9.84043489729251
12,zh,3,zh/zh_47,varbvsmix,varbvsmix/zh_47_varbvsmix_1,241.041349201595
12,zh,4,zh/zh_48,varbvsmix,varbvsmix/zh_48_varbvsmix_1,222.752020532866
13,zh,1,zh/zh_49,varbvsmix,varbvsmix/zh_49_varbvsmix_1,9.02560980470902
13,zh,2,zh/zh_50,varbvsmix,varbvsmix/zh_50_varbvsmix_1,9.11635304036894
13,zh,3,zh/zh_51,varbvsmix,varbvsmix/zh_51_varbvsmix_1,228.204476085366
13,zh,4,zh/zh_52,varbvsmix,varbvsmix/zh_52_varbvsmix_1,233.507291368445
14,zh,1,zh/zh_53,varbvsmix,varbvsmix/zh_53_varbvsmix_1,14.4220793510803
14,zh,2,zh/zh_54,varbvsmix,varbvsmix/zh_54_varbvsmix_1,12.8007389049511
14,zh,3,zh/zh_55,varbvsmix,varbvsmix/zh_55_varbvsmix_1,214.060081325831
14,zh,4,zh/zh_56,varbvsmix,varbvsmix/zh_56_varbvsmix_1,254.459604260186
15,zh,1,zh/zh_57,varbvsmix,varbvsmix/zh_57_varbvsmix_1,11.3030318177474
15,zh,2,zh/zh_58,varbvsmix,varbvsmix/zh_58_varbvsmix_1,11.3627718224208
15,zh,3,zh/zh_59,varbvsmix,varbvsmix/zh_59_varbvsmix_1,217.264270860829
15,zh,4,zh/zh_60,varbvsmix,varbvsmix/zh_60_varbvsmix_1,235.431334101184
16,zh,1,zh/zh_61,varbvsmix,varbvsmix/zh_61_varbvsmix_1,11.7136390970995
16,zh,2,zh/zh_62,varbvsmix,varbvsmix/zh_62_varbvsmix_1,11.1185053307801
16,zh,3,zh/zh_63,varbvsmix,varbvsmix/zh_63_varbvsmix_1,253.256399400751
16,zh,4,zh/zh_64,varbvsmix,varbvsmix/zh_64_varbvsmix_1,254.169125513309
17,zh,1,zh/zh_65,varbvsmix,varbvsmix/zh_65_varbvsmix_1,10.4196480465736
17,zh,2,zh/zh_66,varbvsmix,varbvsmix/zh_66_varbvsmix_1,9.92180414378772
17,zh,3,zh/zh_67,varbvsmix,varbvsmix/zh_67_varbvsmix_1,260.762369454262
17,zh,4,zh/zh_68,varbvsmix,varbvsmix/zh_68_varbvsmix_1,244.659605451976
18,zh,1,zh/zh_69,varbvsmix,varbvsmix/zh_69_varbvsmix_1,14.7802377108236
18,zh,2,zh/zh_70,varbvsmix,varbvsmix/zh_70_varbvsmix_1,13.5839777465776
18,zh,3,zh/zh_71,varbvsmix,varbvsmix/zh_71_varbvsmix_1,280.055494503699
18,zh,4,zh/zh_72,varbvsmix,varbvsmix/zh_72_varbvsmix_1,263.670048416727
19,zh,1,zh/zh_73,varbvsmix,varbvsmix/zh_73_varbvsmix_1,11.3103788997586
19,zh,2,zh/zh_74,varbvsmix,varbvsmix/zh_74_varbvsmix_1,11.4517544493928
19,zh,3,zh/zh_75,varbvsmix,varbvsmix/zh_75_varbvsmix_1,279.707208058555
19,zh,4,zh/zh_76,varbvsmix,varbvsmix/zh_76_varbvsmix_1,220.27618511142
20,zh,1,zh/zh_77,varbvsmix,varbvsmix/zh_77_varbvsmix_1,13.2405298561926
20,zh,2,zh/zh_78,varbvsmix,varbvsmix/zh_78_varbvsmix_1,12.9276126286952
20,zh,3,zh/zh_79,varbvsmix,varbvsmix/zh_79_varbvsmix_1,249.237767215313
20,zh,4,zh/zh_80,varbvsmix,varbvsmix/zh_80_varbvsmix_1,269.815551942669
21,zh,1,zh/zh_81,varbvsmix,varbvsmix/zh_81_varbvsmix_1,10.1433956499583
21,zh,2,zh/zh_82,varbvsmix,varbvsmix/zh_82_varbvsmix_1,10.2560906701967
21,zh,3,zh/zh_83,varbvsmix,varbvsmix/zh_83_varbvsmix_1,267.529014011599
21,zh,4,zh/zh_84,varbvsmix,varbvsmix/zh_84_varbvsmix_1,248.862853379838
22,zh,1,zh/zh_85,varbvsmix,varbvsmix/zh_85_varbvsmix_1,9.44456620681894
22,zh,2,zh/zh_86,varbvsmix,varbvsmix/zh_86_varbvsmix_1,9.64939457985999
22,zh,3,zh/zh_87,varbvsmix,varbvsmix/zh_87_varbvsmix_1,231.994244774581
22,zh,4,zh/zh_88,varbvsmix,varbvsmix/zh_88_varbvsmix_1,252.970853410855
23,zh,1,zh/zh_89,varbvsmix,varbvsmix/zh_89_varbvsmix_1,11.1082147147549
23,zh,2,zh/zh_90,varbvsmix,varbvsmix/zh_90_varbvsmix_1,10.7074575645355
23,zh,3,zh/zh_91,varbvsmix,varbvsmix/zh_91_varbvsmix_1,243.645828640075
23,zh,4,zh/zh_92,varbvsmix,varbvsmix/zh_92_varbvsmix_1,240.023724345642
24,zh,1,zh/zh_93,varbvsmix,varbvsmix/zh_93_varbvsmix_1,14.5568532800635
24,zh,2,zh/zh_94,varbvsmix,varbvsmix/zh_94_varbvsmix_1,13.9278470129267
24,zh,3,zh/zh_95,varbvsmix,varbvsmix/zh_95_varbvsmix_1,258.61908911351
24,zh,4,zh/zh_96,varbvsmix,varbvsmix/zh_96_varbvsmix_1,259.869867824484
25,zh,1,zh/zh_97,varbvsmix,varbvsmix/zh_97_varbvsmix_1,10.8975355826886
25,zh,2,zh/zh_98,varbvsmix,varbvsmix/zh_98_varbvsmix_1,10.7090494543057
25,zh,3,zh/zh_99,varbvsmix,varbvsmix/zh_99_varbvsmix_1,241.586362584898
25,zh,4,zh/zh_100,varbvsmix,varbvsmix/zh_100_varbvsmix_1,228.331331890935
26,zh,1,zh/zh_101,varbvsmix,varbvsmix/zh_101_varbvsmix_1,10.6386318528055
26,zh,2,zh/zh_102,varbvsmix,varbvsmix/zh_102_varbvsmix_1,10.3214271731345
26,zh,3,zh/zh_103,varbvsmix,varbvsmix/zh_103_varbvsmix_1,221.335540514307
26,zh,4,zh/zh_104,varbvsmix,varbvsmix/zh_104_varbvsmix_1,214.529450226187
27,zh,1,zh/zh_105,varbvsmix,varbvsmix/zh_105_varbvsmix_1,12.3276236625506
27,zh,2,zh/zh_106,varbvsmix,varbvsmix/zh_106_varbvsmix_1,11.3549505958956
27,zh,3,zh/zh_107,varbvsmix,varbvsmix/zh_107_varbvsmix_1,248.932715473863
27,zh,4,zh/zh_108,varbvsmix,varbvsmix/zh_108_varbvsmix_1,220.174451181353
28,zh,1,zh/zh_109,varbvsmix,varbvsmix/zh_109_varbvsmix_1,10.0623448359457
28,zh,2,zh/zh_110,varbvsmix,varbvsmix/zh_110_varbvsmix_1,9.91690807055477
28,zh,3,zh/zh_111,varbvsmix,varbvsmix/zh_111_varbvsmix_1,266.882284483918
28,zh,4,zh/zh_112,varbvsmix,varbvsmix/zh_112_varbvsmix_1,236.44414131204
29,zh,1,zh/zh_113,varbvsmix,varbvsmix/zh_113_varbvsmix_1,10.8276807195452
29,zh,2,zh/zh_114,varbvsmix,varbvsmix/zh_114_varbvsmix_1,11.1812317188958
29,zh,3,zh/zh_115,varbvsmix,varbvsmix/zh_115_varbvsmix_1,244.38826129484
29,zh,4,zh/zh_116,varbvsmix,varbvsmix/zh_116_varbvsmix_1,241.890540058385
30,zh,1,zh/zh_117,varbvsmix,varbvsmix/zh_117_varbvsmix_1,7.95391296723004
30,zh,2,zh/zh_118,varbvsmix,varbvsmix/zh_118_varbvsmix_1,7.86842866285486
30,zh,3,zh/zh_119,varbvsmix,varbvsmix/zh_119_varbvsmix_1,265.518965911086
30,zh,4,zh/zh_120,varbvsmix,varbvsmix/zh_120_varbvsmix_1,226.242231216712
31,zh,1,zh/zh_121,varbvsmix,varbvsmix/zh_121_varbvsmix_1,8.27051645276152
31,zh,2,zh/zh_122,varbvsmix,varbvsmix/zh_122_varbvsmix_1,9.25424169422324
31,zh,3,zh/zh_123,varbvsmix,varbvsmix/zh_123_varbvsmix_1,279.990126318874
31,zh,4,zh/zh_124,varbvsmix,varbvsmix/zh_124_varbvsmix_1,251.931347988565
32,zh,1,zh/zh_125,varbvsmix,varbvsmix/zh_125_varbvsmix_1,9.43884672280385
32,zh,2,zh/zh_126,varbvsmix,varbvsmix/zh_126_varbvsmix_1,8.3435866228196
32,zh,3,zh/zh_127,varbvsmix,varbvsmix/zh_127_varbvsmix_1,258.320997335243
32,zh,4,zh/zh_128,varbvsmix,varbvsmix/zh_128_varbvsmix_1,232.201708637293
33,zh,1,zh/zh_129,varbvsmix,varbvsmix/zh_129_varbvsmix_1,8.84871907283385
33,zh,2,zh/zh_130,varbvsmix,varbvsmix/zh_130_varbvsmix_1,9.41782990476793
33,zh,3,zh/zh_131,varbvsmix,varbvsmix/zh_131_varbvsmix_1,251.749703053527
33,zh,4,zh/zh_132,varbvsmix,varbvsmix/zh_132_varbvsmix_1,213.73398474046
34,zh,1,zh/zh_133,varbvsmix,varbvsmix/zh_133_varbvsmix_1,10.382226408518
34,zh,2,zh/zh_134,varbvsmix,varbvsmix/zh_134_varbvsmix_1,10.3502552180702
34,zh,3,zh/zh_135,varbvsmix,varbvsmix/zh_135_varbvsmix_1,217.36980826099
34,zh,4,zh/zh_136,varbvsmix,varbvsmix/zh_136_varbvsmix_1,258.776912240574
35,zh,1,zh/zh_137,varbvsmix,varbvsmix/zh_137_varbvsmix_1,10.3373186823626
35,zh,2,zh/zh_138,varbvsmix,varbvsmix/zh_138_varbvsmix_1,10.3177959961281
35,zh,3,zh/zh_139,varbvsmix,varbvsmix/zh_139_varbvsmix_1,238.278333108966
35,zh,4,zh/zh_140,varbvsmix,varbvsmix/zh_140_varbvsmix_1,296.594108771193
36,zh,1,zh/zh_141,varbvsmix,varbvsmix/zh_141_varbvsmix_1,12.4004893980319
36,zh,2,zh/zh_142,varbvsmix,varbvsmix/zh_142_varbvsmix_1,11.3606452794211
36,zh,3,zh/zh_143,varbvsmix,varbvsmix/zh_143_varbvsmix_1,222.472698792586
36,zh,4,zh/zh_144,varbvsmix,varbvsmix/zh_144_varbvsmix_1,239.097872101798
37,zh,1,zh/zh_145,varbvsmix,varbvsmix/zh_145_varbvsmix_1,10.9765978234909
37,zh,2,zh/zh_146,varbvsmix,varbvsmix/zh_146_varbvsmix_1,9.71550825081431
37,zh,3,zh/zh_147,varbvsmix,varbvsmix/zh_147_varbvsmix_1,270.927480249917
37,zh,4,zh/zh_148,varbvsmix,varbvsmix/zh_148_varbvsmix_1,249.564516420969
38,zh,1,zh/zh_149,varbvsmix,varbvsmix/zh_149_varbvsmix_1,9.78389868100388
38,zh,2,zh/zh_150,varbvsmix,varbvsmix/zh_150_varbvsmix_1,10.3222780137324
38,zh,3,zh/zh_151,varbvsmix,varbvsmix/zh_151_varbvsmix_1,242.37776744454
38,zh,4,zh/zh_152,varbvsmix,varbvsmix/zh_152_varbvsmix_1,217.160713615845
39,zh,1,zh/zh_153,varbvsmix,varbvsmix/zh_153_varbvsmix_1,10.5132700598299
39,zh,2,zh/zh_154,varbvsmix,varbvsmix/zh_154_varbvsmix_1,9.16368307889407
39,zh,3,zh/zh_155,varbvsmix,varbvsmix/zh_155_varbvsmix_1,202.649863671374
39,zh,4,zh/zh_156,varbvsmix,varbvsmix/zh_156_varbvsmix_1,237.346298192651
40,zh,1,zh/zh_157,varbvsmix,varbvsmix/zh_157_varbvsmix_1,10.8046890438826
40,zh,2,zh/zh_158,varbvsmix,varbvsmix/zh_158_varbvsmix_1,10.0959538761545
40,zh,3,zh/zh_159,varbvsmix,varbvsmix/zh_159_varbvsmix_1,248.766452912704
40,zh,4,zh/zh_160,varbvsmix,varbvsmix/zh_160_varbvsmix_1,232.875182092865
41,zh,1,zh/zh_161,varbvsmix,varbvsmix/zh_161_varbvsmix_1,8.22457995153843
41,zh,2,zh/zh_162,varbvsmix,varbvsmix/zh_162_varbvsmix_1,8.31801007391757
41,zh,3,zh/zh_163,varbvsmix,varbvsmix/zh_163_varbvsmix_1,253.03309871641
41,zh,4,zh/zh_164,varbvsmix,varbvsmix/zh_164_varbvsmix_1,247.478238901415
42,zh,1,zh/zh_165,varbvsmix,varbvsmix/zh_165_varbvsmix_1,10.4273352461128
42,zh,2,zh/zh_166,varbvsmix,varbvsmix/zh_166_varbvsmix_1,11.1129384638061
42,zh,3,zh/zh_167,varbvsmix,varbvsmix/zh_167_varbvsmix_1,263.477287963688
42,zh,4,zh/zh_168,varbvsmix,varbvsmix/zh_168_varbvsmix_1,270.47918996847
43,zh,1,zh/zh_169,varbvsmix,varbvsmix/zh_169_varbvsmix_1,12.3561883481279
43,zh,2,zh/zh_170,varbvsmix,varbvsmix/zh_170_varbvsmix_1,11.3783025949921
43,zh,3,zh/zh_171,varbvsmix,varbvsmix/zh_171_varbvsmix_1,258.488397154901
43,zh,4,zh/zh_172,varbvsmix,varbvsmix/zh_172_varbvsmix_1,276.34697253057
44,zh,1,zh/zh_173,varbvsmix,varbvsmix/zh_173_varbvsmix_1,10.7675838706017
44,zh,2,zh/zh_174,varbvsmix,varbvsmix/zh_174_varbvsmix_1,11.1830907160434
44,zh,3,zh/zh_175,varbvsmix,varbvsmix/zh_175_varbvsmix_1,262.997119793094
44,zh,4,zh/zh_176,varbvsmix,varbvsmix/zh_176_varbvsmix_1,243.753815022847
45,zh,1,zh/zh_177,varbvsmix,varbvsmix/zh_177_varbvsmix_1,9.60567446528931
45,zh,2,zh/zh_178,varbvsmix,varbvsmix/zh_178_varbvsmix_1,10.1910797509305
45,zh,3,zh/zh_179,varbvsmix,varbvsmix/zh_179_varbvsmix_1,238.374120876251
45,zh,4,zh/zh_180,varbvsmix,varbvsmix/zh_180_varbvsmix_1,245.156834182903
46,zh,1,zh/zh_181,varbvsmix,varbvsmix/zh_181_varbvsmix_1,9.29546760879639
46,zh,2,zh/zh_182,varbvsmix,varbvsmix/zh_182_varbvsmix_1,9.0762266821532
46,zh,3,zh/zh_183,varbvsmix,varbvsmix/zh_183_varbvsmix_1,239.83654606313
46,zh,4,zh/zh_184,varbvsmix,varbvsmix/zh_184_varbvsmix_1,218.626954203613
47,zh,1,zh/zh_185,varbvsmix,varbvsmix/zh_185_varbvsmix_1,10.0451861710994
47,zh,2,zh/zh_186,varbvsmix,varbvsmix/zh_186_varbvsmix_1,10.1408811827346
47,zh,3,zh/zh_187,varbvsmix,varbvsmix/zh_187_varbvsmix_1,251.396732424666
47,zh,4,zh/zh_188,varbvsmix,varbvsmix/zh_188_varbvsmix_1,257.490173493989
48,zh,1,zh/zh_189,varbvsmix,varbvsmix/zh_189_varbvsmix_1,11.3476800336456
48,zh,2,zh/zh_190,varbvsmix,varbvsmix/zh_190_varbvsmix_1,10.5983990328911
48,zh,3,zh/zh_191,varbvsmix,varbvsmix/zh_191_varbvsmix_1,243.369968596972
48,zh,4,zh/zh_192,varbvsmix,varbvsmix/zh_192_varbvsmix_1,219.589358858916
49,zh,1,zh/zh_193,varbvsmix,varbvsmix/zh_193_varbvsmix_1,11.7401562220473
49,zh,2,zh/zh_194,varbvsmix,varbvsmix/zh_194_varbvsmix_1,11.3358643405773
49,zh,3,zh/zh_195,varbvsmix,varbvsmix/zh_195_varbvsmix_1,237.075169012845
49,zh,4,zh/zh_196,varbvsmix,varbvsmix/zh_196_varbvsmix_1,223.868668992108
50,zh,1,zh/zh_197,varbvsmix,varbvsmix/zh_197_varbvsmix_1,9.56706717990246
50,zh,2,zh/zh_198,varbvsmix,varbvsmix/zh_198_varbvsmix_1,8.76450519243428
50,zh,3,zh/zh_199,varbvsmix,varbvsmix/zh_199_varbvsmix_1,239.829291216262
50,zh,4,zh/zh_200,varbvsmix,varbvsmix/zh_200_varbvsmix_1,271.88849090693
51,zh,1,zh/zh_201,varbvsmix,varbvsmix/zh_201_varbvsmix_1,12.8837298745897
51,zh,2,zh/zh_202,varbvsmix,varbvsmix/zh_202_varbvsmix_1,12.0125958872415
51,zh,3,zh/zh_203,varbvsmix,varbvsmix/zh_203_varbvsmix_1,240.103982697565
51,zh,4,zh/zh_204,varbvsmix,varbvsmix/zh_204_varbvsmix_1,221.598962170591
52,zh,1,zh/zh_205,varbvsmix,varbvsmix/zh_205_varbvsmix_1,11.4574813862557
52,zh,2,zh/zh_206,varbvsmix,varbvsmix/zh_206_varbvsmix_1,10.1994670355873
52,zh,3,zh/zh_207,varbvsmix,varbvsmix/zh_207_varbvsmix_1,260.26864487541
52,zh,4,zh/zh_208,varbvsmix,varbvsmix/zh_208_varbvsmix_1,241.090116858848
53,zh,1,zh/zh_209,varbvsmix,varbvsmix/zh_209_varbvsmix_1,11.7675144932858
53,zh,2,zh/zh_210,varbvsmix,varbvsmix/zh_210_varbvsmix_1,13.093610968647
53,zh,3,zh/zh_211,varbvsmix,varbvsmix/zh_211_varbvsmix_1,252.414832278649
53,zh,4,zh/zh_212,varbvsmix,varbvsmix/zh_212_varbvsmix_1,240.085088262408
54,zh,1,zh/zh_213,varbvsmix,varbvsmix/zh_213_varbvsmix_1,11.9955626392419
54,zh,2,zh/zh_214,varbvsmix,varbvsmix/zh_214_varbvsmix_1,11.850507044938
54,zh,3,zh/zh_215,varbvsmix,varbvsmix/zh_215_varbvsmix_1,250.960768209849
54,zh,4,zh/zh_216,varbvsmix,varbvsmix/zh_216_varbvsmix_1,245.333039212879
55,zh,1,zh/zh_217,varbvsmix,varbvsmix/zh_217_varbvsmix_1,10.2336537885611
55,zh,2,zh/zh_218,varbvsmix,varbvsmix/zh_218_varbvsmix_1,10.3655107006763
55,zh,3,zh/zh_219,varbvsmix,varbvsmix/zh_219_varbvsmix_1,257.029243931114
55,zh,4,zh/zh_220,varbvsmix,varbvsmix/zh_220_varbvsmix_1,242.112676441884
56,zh,1,zh/zh_221,varbvsmix,varbvsmix/zh_221_varbvsmix_1,10.393954926095
56,zh,2,zh/zh_222,varbvsmix,varbvsmix/zh_222_varbvsmix_1,11.7979905921339
56,zh,3,zh/zh_223,varbvsmix,varbvsmix/zh_223_varbvsmix_1,243.569779699875
56,zh,4,zh/zh_224,varbvsmix,varbvsmix/zh_224_varbvsmix_1,249.467224400403
57,zh,1,zh/zh_225,varbvsmix,varbvsmix/zh_225_varbvsmix_1,8.29780327817811
57,zh,2,zh/zh_226,varbvsmix,varbvsmix/zh_226_varbvsmix_1,8.17464039822647
57,zh,3,zh/zh_227,varbvsmix,varbvsmix/zh_227_varbvsmix_1,233.353328215372
57,zh,4,zh/zh_228,varbvsmix,varbvsmix/zh_228_varbvsmix_1,221.674625488357
58,zh,1,zh/zh_229,varbvsmix,varbvsmix/zh_229_varbvsmix_1,11.3477598673366
58,zh,2,zh/zh_230,varbvsmix,varbvsmix/zh_230_varbvsmix_1,11.1807196204502
58,zh,3,zh/zh_231,varbvsmix,varbvsmix/zh_231_varbvsmix_1,248.929460542387
58,zh,4,zh/zh_232,varbvsmix,varbvsmix/zh_232_varbvsmix_1,248.145825890406
59,zh,1,zh/zh_233,varbvsmix,varbvsmix/zh_233_varbvsmix_1,11.7779384889139
59,zh,2,zh/zh_234,varbvsmix,varbvsmix/zh_234_varbvsmix_1,10.8239162248677
59,zh,3,zh/zh_235,varbvsmix,varbvsmix/zh_235_varbvsmix_1,259.796540130478
59,zh,4,zh/zh_236,varbvsmix,varbvsmix/zh_236_varbvsmix_1,248.061248950401
60,zh,1,zh/zh_237,varbvsmix,varbvsmix/zh_237_varbvsmix_1,13.3130472854664
60,zh,2,zh/zh_238,varbvsmix,varbvsmix/zh_238_varbvsmix_1,13.7283023521166
60,zh,3,zh/zh_239,varbvsmix,varbvsmix/zh_239_varbvsmix_1,216.092623204559
60,zh,4,zh/zh_240,varbvsmix,varbvsmix/zh_240_varbvsmix_1,207.654309191363
61,zh,1,zh/zh_241,varbvsmix,varbvsmix/zh_241_varbvsmix_1,11.0367141250932
61,zh,2,zh/zh_242,varbvsmix,varbvsmix/zh_242_varbvsmix_1,10.529928367779
61,zh,3,zh/zh_243,varbvsmix,varbvsmix/zh_243_varbvsmix_1,260.713711664109
61,zh,4,zh/zh_244,varbvsmix,varbvsmix/zh_244_varbvsmix_1,228.02447557634
62,zh,1,zh/zh_245,varbvsmix,varbvsmix/zh_245_varbvsmix_1,9.50531400783708
62,zh,2,zh/zh_246,varbvsmix,varbvsmix/zh_246_varbvsmix_1,9.55694509607146
62,zh,3,zh/zh_247,varbvsmix,varbvsmix/zh_247_varbvsmix_1,247.50087861826
62,zh,4,zh/zh_248,varbvsmix,varbvsmix/zh_248_varbvsmix_1,240.994883023922
63,zh,1,zh/zh_249,varbvsmix,varbvsmix/zh_249_varbvsmix_1,10.2432267553536
63,zh,2,zh/zh_250,varbvsmix,varbvsmix/zh_250_varbvsmix_1,10.8799295957901
63,zh,3,zh/zh_251,varbvsmix,varbvsmix/zh_251_varbvsmix_1,241.832634414307
